,Event_ID,Start_INDX,Stop_INDX,t_peak,t_start,t_stop,t_rise,t_decay,Flux_peak,Equiv_Dur,S/N,CPLX_flg,MLTPK_flg,MLTPK_num,t_MLTPK,L_mltpk,MLTPK_INDX,quies,x,Flare_Duration
49,60,12312.0,12361.0,1701.552186152217,1701.5396861223883,1701.6077418396217,0.0125000298287432,0.0555556874046488,0.0188076038734659,30.34390150415712,4.870547368805892,1.0,0.0,0.0,0.0,0.0,0.0,11334.3291,;,98.00023281608446
50,61,13645.0,13663.0,1703.4244123638168,1703.4119123402738,1703.4369123875913,0.012500023542998,0.0125000237744644,0.0080131811870223,5.195073340774151,1.8583934822892076,1.0,0.0,0.0,0.0,0.0,0.0,11331.21582,;,36.00006813714572
51,62,17847.0,17862.0,1709.2758110325908,1709.2702554624075,1709.2910888506556,0.0055555701833327,0.0152778180649875,0.0214033851501682,7.488533357943947,2.3841786879435847,1.0,0.0,0.0,0.0,0.0,0.0,11321.48828,;,30.00007907725376
53,64,1402.0,1416.0,1685.3339792286363,1685.321479073311,1685.3409237595267,0.0125001553253696,0.0069445308906779,0.0041628046490201,2.333137848318858,1.1156720471580182,1.0,0.0,0.0,0.0,0.0,0.0,11353.557736507182,;,28.000348150781065
59,70,11483.0,11501.0,1700.3966276594256,1700.3869054108468,1700.4119054784214,0.0097222485787825,0.0152778189958553,0.0059067549504744,2.2973337837103487,0.9525508745066116,1.0,0.0,0.0,0.0,0.0,0.0,11332.09668,;,36.00009730747843
63,5,1727.0,1760.0,1713.7785760373251,1713.7744093992465,1713.8202424174024,0.0041666380789138,0.0416663800770039,0.0502240528768073,39.737099957994005,5.943108515666936,1.0,0.0,0.0,0.0,0.0,0.0,10989.7041,;,65.99954614452145
64,7,2794.0,2857.0,1715.271621051702,1715.2688432939926,1715.3563426591643,0.002777757709282,0.0847216074623702,0.0932697724005822,74.0589233487043,7.989053297875085,1.0,0.0,0.0,0.0,0.0,0.0,10901.51758,;,125.99908584717923
66,11,4373.0,4389.0,1717.482715564495,1717.478548930142,1717.5007709799445,0.0041666343529414,0.018055415449453,0.0208397788078434,14.95588827047092,3.5600179893527946,1.0,0.0,0.0,0.0,0.0,0.0,10941.25977,;,31.99975171544793
68,13,6097.0,6108.0,1719.8743632583387,1719.8729743805322,1719.888252035477,0.0013888778064484,0.0138887771383907,0.0555176917803598,16.50408020393475,3.8958579425688833,1.0,0.0,0.0,0.0,0.0,0.0,10918.1748,;,21.99982312056818
80,35,12317.0,12328.0,1729.7173024269412,1729.7145246957732,1729.7298022173084,0.0027777311679529,0.0124997903672011,0.0245287134752902,9.451988590925692,2.85223904643346,1.0,0.0,0.0,0.0,0.0,0.0,10998.63672,;,21.99963101062167
81,36,12806.0,12826.0,1730.3992353933968,1730.3936799317607,1730.4214572399385,0.0055554616358222,0.0222218465416972,0.0066727531696472,10.321192926056368,2.8454829944968663,1.0,0.0,0.0,0.0,0.0,0.0,11011.44043,;,39.99932377595542
