,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration
176,11599.0,11713.0,547.8407593,547.9197998,547.84552,0.0047607,0.0742798,0.1458018,87.9898834,15.5211658,72.4687195,1.0,8.0,8.0,3.0,113.8183200000276
177,11826.0,11836.0,547.9967651,548.00354,547.9994507,0.0026855,0.0040894,0.0022732,0.280233,0.1215189,0.1587141,1.0,8.0,8.0,1.0,9.75585600013801
178,11875.0,11887.0,548.0301514,548.0383301,548.0321655,0.0020142,0.0061646,0.0058261,1.1091944,0.3058103,0.8033841,1.0,8.0,8.0,1.0,11.77732800004378
179,11956.0,11971.0,548.0853271,548.09552,548.0866699,0.0013428,0.0088501,0.0115272,1.6780448,0.3165658,1.3614789,1.0,8.0,8.0,1.0,14.677775999989535
180,11991.0,12012.0,548.1091309,548.1234741,548.1138916,0.0047607,0.0095825,0.001764,0.3054418,-0.193514,0.4989558,1.0,8.0,8.0,1.0,20.654207999978098
181,12078.0,12261.0,548.168396,548.2944336,548.2119751,0.0435791,0.0824585,0.3973542,139.7913208,19.4453449,120.3459702,1.0,8.0,8.0,2.0,181.4941440000257
182,12318.0,12330.0,548.333252,548.3414307,548.3345947,0.0013428,0.0068359,0.0048383,0.7554759,0.1463937,0.6090822,1.0,7.0,8.0,1.0,11.77732800004378
183,12350.0,12364.0,548.3550415,548.364563,548.3591309,0.0040894,0.0054321,0.0021577,0.4540383,0.1454299,0.3086084,1.0,8.0,8.0,1.0,13.710960000007617
185,12452.0,12464.0,548.4251709,548.4333496,548.4272461,0.0020752,0.0061035,0.0018392,0.2774417,0.117892,0.1595498,1.0,5.0,8.0,1.0,11.77732800004378
186,12531.0,12542.0,548.4796753,548.4871826,548.4810181,0.0013428,0.0061646,0.0019962,0.4606466,0.122173,0.3384736,1.0,7.0,8.0,1.0,10.810511999898154
187,12641.0,12658.0,548.5552979,548.5668945,548.5614014,0.0061035,0.0054932,0.0022437,0.8666171,0.4767933,0.3898238,1.0,8.0,8.0,1.0,16.699103999944782
188,12686.0,12728.0,548.5859375,548.614563,548.5886841,0.0027466,0.0258789,0.0163852,8.4465399,1.4082863,7.0382533,1.0,8.0,8.0,2.0,41.220719999964786
190,12925.0,12934.0,548.7548828,548.7609863,548.7589722,0.0040894,0.0020142,0.0012067,0.3790557,0.1878381,0.1912176,1.0,4.0,8.0,1.0,8.789039999992383
191,13086.0,13104.0,548.8659058,548.8788452,548.8693237,0.003418,0.0095215,0.006876,2.280302,1.0258404,1.2544616,1.0,8.0,8.0,1.0,18.632736000072327
194,13379.0,13412.0,549.0668335,549.0892944,549.0688477,0.0020142,0.0204468,0.0161755,4.8866978,0.457309,4.429389,1.0,8.0,8.0,2.0,32.343695999916235
195,13427.0,13442.0,549.1002197,549.1104126,549.1015625,0.0013428,0.0088501,0.0145975,2.4698138,0.4472263,2.0225875,1.0,8.0,8.0,1.0,14.677775999989535
196,13510.0,13532.0,549.1567383,549.1724243,549.1621704,0.0054321,0.0102539,0.002607,0.8440238,0.3184619,0.5255619,1.0,6.0,8.0,1.0,22.587839999941934
197,13595.0,13618.0,549.2160034,549.2316895,549.2207642,0.0047607,0.0109253,0.0031523,1.5822284,0.4365785,1.1456499,1.0,8.0,8.0,1.0,22.587984000056167
198,13691.0,13717.0,549.2820435,549.3004761,549.288208,0.0061646,0.0122681,0.0053194,3.1546342,0.8374041,2.3172302,1.0,8.0,8.0,2.0,26.54294399997525
199,13731.0,13751.0,549.3099976,549.3242798,549.3127441,0.0027466,0.0115356,0.0033731,1.8626379,0.366719,1.495919,1.0,8.0,8.0,1.0,20.566368000036164
200,13811.0,13852.0,549.3658447,549.3937988,549.3876343,0.0217896,0.0061646,0.0046672,-0.9282167,-0.8198175,-0.1083992,1.0,8.0,8.0,1.0,40.25390399998287
201,13857.0,13897.0,549.3971558,549.4244385,549.4005737,0.003418,0.0238647,0.0077913,3.3832049,0.4808581,2.9023468,1.0,8.0,8.0,2.0,39.28708800000095
202,13932.0,13941.0,549.4489746,549.4550781,549.4503174,0.0013428,0.0047607,0.0037107,0.3820432,0.0373968,0.3446463,1.0,6.0,8.0,1.0,8.789039999992383
203,13955.0,13964.0,549.4645996,549.4707642,549.4660034,0.0014038,0.0047607,0.0038941,0.2857009,0.0258444,0.2598565,1.0,8.0,8.0,1.0,8.877023999884841
204,14063.0,14074.0,549.5388794,549.5463257,549.5402222,0.0013428,0.0061035,0.0015311,0.5859113,0.110866,0.4750453,1.0,6.0,8.0,1.0,10.72267199995622
208,14588.0,14608.0,549.9019165,549.9155273,549.9046021,0.0026855,0.0109253,0.0025451,0.4000651,0.012752,0.3873131,1.0,8.0,8.0,1.0,19.599552000054246
209,14634.0,14643.0,549.9332275,549.9393921,549.9353027,0.0020752,0.0040894,0.0008445,-0.0608797,0.0282035,-0.0890832,1.0,3.0,8.0,1.0,8.877023999884841
210,14651.0,14664.0,549.9448242,549.9536743,549.9475708,0.0027466,0.0061035,0.0065804,1.0783025,0.5281252,0.5501774,1.0,7.0,8.0,1.0,12.744144000025699
211,14733.0,14772.0,550.0013428,550.0292969,550.0040894,0.0027466,0.0252075,0.0173504,9.4447107,1.529237,7.9154735,1.0,8.0,8.0,1.0,40.25390399998287
212,14803.0,14811.0,550.196167,550.2015991,550.1968384,0.0006714,0.0047607,-6.7e-06,-0.2385775,-0.0214769,-0.2171006,1.0,6.0,8.0,1.0,7.822224000010465
213,14846.0,14873.0,550.2261353,550.2445068,550.2329102,0.0067749,0.0115967,0.0025874,0.9976404,0.2237539,0.7738865,1.0,8.0,8.0,1.0,26.454959999919083
214,14889.0,14906.0,550.2561035,550.2677002,550.2574463,0.0013428,0.0102539,0.0079066,1.3868071,0.1521381,1.234669,1.0,8.0,8.0,1.0,16.699248000059015
215,14917.0,14926.0,550.2751465,550.281311,550.2772217,0.0020752,0.0040894,0.0010624,0.2410204,0.1099843,0.1310361,1.0,5.0,8.0,1.0,8.876879999934317
216,14939.0,14946.0,550.2901611,550.2949219,550.2915039,0.0013428,0.003418,0.0018922,0.2002474,0.0246318,0.1756156,1.0,3.0,8.0,1.0,6.85555199997907
217,15009.0,15022.0,550.3391724,550.3480225,550.3419189,0.0027466,0.0061035,0.0022001,0.4625868,0.2006855,0.2619013,1.0,7.0,8.0,1.0,12.74414399986199
218,15102.0,15111.0,550.4031982,550.4093628,550.4052734,0.0020752,0.0040894,0.0007546,0.0630494,0.0405781,0.0224712,1.0,3.0,8.0,1.0,8.87702400004855
219,15205.0,15214.0,550.4740601,550.4801636,550.4754028,0.0013428,0.0047607,0.004654,0.393299,0.0744308,0.3188682,1.0,6.0,8.0,1.0,8.789039999992383
220,15240.0,15252.0,550.4979248,550.5061035,550.5006104,0.0026855,0.0054932,0.0019247,0.3689467,0.0749886,0.2939581,1.0,8.0,8.0,1.0,11.77732800004378
221,15292.0,15320.0,550.5333252,550.5523682,550.5374146,0.0040894,0.0149536,0.0159123,5.5768094,1.2394106,4.337399,1.0,8.0,8.0,1.0,27.421920000015234
224,15599.0,15608.0,550.7444458,550.7506104,550.7458496,0.0014038,0.0047607,0.0014635,0.1543996,0.0008362,0.1535634,1.0,4.0,8.0,1.0,8.87702400004855
225,15633.0,15640.0,550.7689819,550.7737427,550.7710571,0.0020752,0.0026855,0.0014588,0.2236126,0.0881879,0.1354248,1.0,3.0,8.0,1.0,6.85555199997907
226,15695.0,15724.0,550.8112183,550.8309937,550.8187256,0.0075073,0.0122681,0.0040383,1.3733408,0.1781203,1.1952206,1.0,8.0,8.0,1.0,28.476576000102796
227,15745.0,15755.0,550.8452759,550.8527832,550.8480225,0.0027466,0.0047607,0.0013374,0.1701652,0.0420665,0.1280987,1.0,3.0,8.0,1.0,10.810511999898154
228,15864.0,15873.0,550.9276733,550.9338379,550.9290771,0.0014038,0.0047607,0.0009408,0.2031655,0.0698483,0.1333171,1.0,4.0,8.0,1.0,8.877023999884841
229,15943.0,15967.0,550.9815063,550.9978638,550.9849243,0.003418,0.0129395,0.0029509,1.1477705,0.1406923,1.0070783,1.0,8.0,8.0,1.0,23.554800000038085
230,16002.0,16015.0,551.0216675,551.0305786,551.0230713,0.0014038,0.0075073,0.0028978,0.6652563,0.0956392,0.5696171,1.0,8.0,8.0,1.0,12.831983999967633
231,16048.0,16057.0,551.0557251,551.0618896,551.0571289,0.0014038,0.0047607,0.00139,0.1001061,-0.0467075,0.1468137,1.0,6.0,8.0,1.0,8.876879999934317
234,16426.0,16436.0,551.3145752,551.3214111,551.3173218,0.0027466,0.0040894,0.0013069,0.2154781,0.0467264,0.1687518,1.0,5.0,8.0,1.0,9.843695999916235
235,16440.0,16457.0,551.3240967,551.3356934,551.3268433,0.0027466,0.0088501,0.0120465,2.5109651,0.6278701,1.8830951,1.0,8.0,8.0,1.0,16.699247999895306
236,16481.0,16490.0,551.3520508,551.3581543,551.3540649,0.0020142,0.0040894,0.0016083,0.2441053,0.1081957,0.1359096,1.0,7.0,8.0,1.0,8.789039999992383
237,16542.0,16584.0,551.3936157,551.423584,551.3956299,0.0020142,0.0279541,0.0054233,1.0203427,0.1931687,0.827174,1.0,8.0,8.0,2.0,43.15435199992862
238,16589.0,16598.0,551.427002,551.4331055,551.4283447,0.0013428,0.0047607,0.0014439,0.1883105,0.0451532,0.1431573,1.0,6.0,8.0,1.0,8.789039999992383
239,16669.0,16687.0,551.4814453,551.4937134,551.4848633,0.003418,0.0088501,0.0065697,1.6358261,0.5941096,1.0417166,1.0,8.0,8.0,1.0,17.666064000040933
240,16711.0,16720.0,551.5100708,551.5161743,551.512146,0.0020752,0.0040283,0.0013921,0.302356,0.182987,0.119369,1.0,7.0,8.0,1.0,8.789039999992383
241,16778.0,16799.0,551.5557251,551.5700073,551.5584106,0.0026855,0.0115967,0.0013679,0.6847627,0.0828162,0.6019464,1.0,3.0,8.0,1.0,20.566368000036164
243,16856.0,16870.0,551.6094971,551.6190796,551.612915,0.003418,0.0061646,0.0051574,1.0906826,0.3962701,0.6944125,1.0,8.0,8.0,1.0,13.798799999949551
244,16996.0,17027.0,551.704895,551.7266846,551.7069092,0.0020142,0.0197754,0.01668,6.659101,0.4780664,6.1810346,1.0,8.0,8.0,1.0,31.37702400004855
246,17226.0,17257.0,551.8676758,551.8887939,551.8812866,0.0136108,0.0075073,0.0041588,1.8131149,0.9891999,0.8239151,1.0,8.0,8.0,2.0,30.4100639999524
247,17365.0,17377.0,551.9623413,551.97052,551.9657593,0.003418,0.0047607,0.0017572,0.3547314,0.1732421,0.1814893,1.0,4.0,8.0,1.0,11.777327999880072
248,17505.0,17514.0,552.059082,552.0651855,552.0604248,0.0013428,0.0047607,0.0041732,0.2921844,0.083437,0.2087474,1.0,6.0,8.0,1.0,8.789039999992383
249,17569.0,17604.0,552.1026611,552.1265259,552.1060791,0.003418,0.0204468,0.0137589,5.6509194,0.3435438,5.3073754,1.0,8.0,8.0,2.0,34.36531200009995
250,17633.0,17638.0,552.1462402,552.1496582,552.147644,0.0014038,0.0020142,0.0014541,0.09651,0.0451062,0.0514037,1.0,3.0,8.0,1.0,4.921920000015234
251,17658.0,17682.0,552.1639404,552.1809692,552.1673584,0.003418,0.0136108,0.0172826,5.3138223,1.8872051,3.4266174,1.0,8.0,8.0,1.0,24.52147200006948
254,17933.0,17943.0,552.3526611,552.359436,552.3553467,0.0026855,0.0040894,0.0017684,0.0746095,-0.033211,0.1078205,1.0,5.0,8.0,1.0,9.755855999974301
255,18081.0,18132.0,552.4534302,552.4888916,552.4568481,0.003418,0.0320435,0.0147647,9.7799225,0.2882535,9.4916697,1.0,8.0,8.0,2.0,51.06441600004473
256,18153.0,18170.0,552.5031738,552.5147705,552.5065918,0.003418,0.0081787,0.001324,0.4164591,0.1561742,0.2602848,1.0,8.0,8.0,1.0,16.699248000059015
257,18198.0,18220.0,552.5338135,552.5488281,552.5352173,0.0014038,0.0136108,0.0026716,0.8643029,0.0947255,0.7695774,1.0,7.0,8.0,1.0,21.621024000123725
258,18277.0,18286.0,552.5883179,552.5944214,552.5896606,0.0013428,0.0047607,0.0045846,0.4340018,0.1061708,0.327831,1.0,6.0,8.0,1.0,8.789039999992383
259,18411.0,18436.0,552.6802979,552.6973267,552.6891479,0.0088501,0.0081787,0.0028452,1.8087896,0.7906994,1.0180902,1.0,8.0,8.0,2.0,24.52147199990577
260,18519.0,18529.0,552.7545166,552.7613525,552.7565308,0.0020142,0.0048218,0.0021961,0.4316942,0.1569381,0.2747561,1.0,7.0,8.0,1.0,9.843696000079944
261,18538.0,18553.0,552.7674561,552.7783813,552.7735596,0.0061035,0.0048218,0.0016977,0.5409867,0.3049569,0.2360298,1.0,6.0,8.0,1.0,15.732287999962864
262,18563.0,18566.0,552.7851562,552.7872314,552.786499,0.0013428,0.0007324,0.00124,0.0810459,0.0488629,0.032183,1.0,3.0,8.0,1.0,2.988288000051398
263,18574.0,18577.0,552.793335,552.7960815,552.7946777,0.0013428,0.0014038,0.0011617,0.1309569,0.0571523,0.0738046,1.0,2.0,8.0,1.0,3.9549600000827922
264,18603.0,18615.0,552.8137817,552.8219604,552.8157959,0.0020142,0.0061646,0.0026365,0.466845,0.151843,0.315002,1.0,8.0,8.0,1.0,11.777327999880072
265,18621.0,18630.0,552.8260498,552.8321533,552.8273926,0.0013428,0.0047607,0.0023308,0.3744708,0.0800456,0.2944252,1.0,8.0,8.0,1.0,8.789039999992383
266,18664.0,18691.0,552.8553467,552.8737183,552.8587036,0.0033569,0.0150146,0.0159053,4.2817416,1.1386983,3.1430433,1.0,8.0,8.0,2.0,26.455103999869607
267,18761.0,18766.0,552.9227295,552.9261475,552.9234619,0.0007324,0.0026855,0.0014043,0.212091,0.0632752,0.1488159,1.0,2.0,8.0,1.0,4.921920000015234
268,18847.0,18865.0,552.9813232,552.9935913,552.9874878,0.0061646,0.0061035,0.0018978,1.201673,0.6846855,0.5169875,1.0,6.0,8.0,1.0,17.666064000040933
269,18871.0,18911.0,552.9976807,553.0249023,553.0031128,0.0054321,0.0217896,0.0173452,6.4823966,0.6962252,5.7861714,1.0,8.0,8.0,1.0,39.19910399994478
270,18991.0,19014.0,553.0889282,553.1046143,553.0923462,0.003418,0.0122681,0.0055492,2.6077588,0.6012791,2.0064795,1.0,8.0,8.0,1.0,22.587983999892458
271,19080.0,19099.0,553.1495972,553.1625366,553.1516113,0.0020142,0.0109253,0.0035922,1.0858308,0.1631338,0.922697,1.0,8.0,8.0,1.0,18.63273599990862
272,19213.0,19224.0,553.2408447,553.2483521,553.2435913,0.0027466,0.0047607,0.0037583,0.6065019,0.1468684,0.4596335,1.0,8.0,8.0,1.0,10.810656000012386
273,19233.0,19242.0,553.2544556,553.2606201,553.2558594,0.0014038,0.0047607,0.0027965,0.4275057,0.1013694,0.3261363,1.0,7.0,8.0,1.0,8.876879999934317
274,19259.0,19268.0,553.2728882,553.2789917,553.274231,0.0013428,0.0047607,0.0014311,0.1498668,-0.0230391,0.172906,1.0,7.0,8.0,1.0,8.789039999992383
275,19294.0,19316.0,553.2966919,553.3123779,553.3001099,0.003418,0.0122681,0.0041753,1.9271709,0.2772612,1.6499097,1.0,8.0,8.0,1.0,22.587839999941934
276,19323.0,19339.0,553.3171387,553.3280029,553.3198853,0.0027466,0.0081177,0.0039736,1.0343709,0.1658108,0.86856,1.0,8.0,8.0,1.0,15.64444800002093
277,19363.0,19372.0,553.3443604,553.3505249,553.3464355,0.0020752,0.0040894,0.0012784,0.1895566,0.0541064,0.1354502,1.0,4.0,8.0,1.0,8.876879999934317
279,19441.0,19502.0,553.397522,553.4390869,553.4022827,0.0047607,0.0368042,0.0203929,18.7142315,1.4947799,17.2194519,1.0,8.0,8.0,3.0,59.85345600003711
280,19591.0,19626.0,553.4996948,553.5234985,553.5146484,0.0149536,0.0088501,0.0080698,1.5525447,0.0819445,1.4706002,1.0,8.0,8.0,1.0,34.27732799988007
281,19636.0,19648.0,553.5303345,553.5385132,553.5330811,0.0027466,0.0054321,0.0055696,0.6922777,0.2086547,0.483623,1.0,8.0,8.0,1.0,11.77732800004378
283,19784.0,19796.0,553.6311646,553.6393433,553.6325073,0.0013428,0.0068359,0.0021063,0.4652341,0.0432116,0.4220226,1.0,7.0,8.0,1.0,11.777327999880072
284,19857.0,19865.0,553.6808472,553.6863403,553.682251,0.0014038,0.0040894,0.0013158,0.1545463,0.0451304,0.1094159,1.0,3.0,8.0,1.0,7.910063999952399
285,19891.0,19903.0,553.7040405,553.7122192,553.7053833,0.0013428,0.0068359,0.0013215,0.2255734,0.0599762,0.1655972,1.0,2.0,8.0,1.0,11.77732800004378
286,19928.0,19947.0,553.7299194,553.7428589,553.7319336,0.0020142,0.0109253,0.0031879,0.6170785,0.2058017,0.4112768,1.0,7.0,8.0,1.0,18.63288000002285
288,20043.0,20052.0,553.8095703,553.8157349,553.8109741,0.0014038,0.0047607,0.0012056,0.0523959,-0.0112967,0.0636926,1.0,5.0,8.0,1.0,8.87702400004855
289,20080.0,20092.0,553.8355103,553.8450317,553.8381958,0.0026855,0.0068359,0.0092429,2.2070291,1.0425328,1.1644963,1.0,8.0,8.0,1.0,13.710816000057093
290,20206.0,20215.0,553.9226685,553.928772,553.9240112,0.0013428,0.0047607,0.0016989,0.1969911,0.019277,0.177714,1.0,7.0,8.0,1.0,8.789039999992383
291,20224.0,20244.0,553.9349365,553.9485474,553.9390259,0.0040894,0.0095215,0.0058439,1.8354356,0.2659755,1.5694602,1.0,8.0,8.0,1.0,19.59969600000477
292,20262.0,20290.0,553.9608154,553.9805908,553.963562,0.0027466,0.0170288,0.0045176,1.6579421,0.2445125,1.4134296,1.0,8.0,8.0,1.0,28.476575999939087
293,20309.0,20324.0,553.9935303,554.0037231,553.9955444,0.0020142,0.0081787,0.0022216,0.4082961,0.0076988,0.4005973,1.0,8.0,8.0,1.0,14.677632000039011
294,20472.0,20482.0,554.1052246,554.1119995,554.1079102,0.0026855,0.0040894,0.0015465,0.1483951,0.0619005,0.0864946,1.0,3.0,8.0,1.0,9.755855999974301
295,20508.0,20526.0,554.1311035,554.1433716,554.1331177,0.0020142,0.0102539,0.0016212,0.2309091,-0.0316588,0.2625679,1.0,5.0,8.0,1.0,17.666064000040933
296,20567.0,20571.0,554.1712646,554.1740112,554.1726685,0.0014038,0.0013428,0.0009654,0.0905924,0.0653316,0.0252607,1.0,2.0,8.0,1.0,3.955104000033316
297,20597.0,20606.0,554.1917114,554.197876,554.1930542,0.0013428,0.0048218,0.001183,0.2211122,0.0275045,0.1936076,1.0,6.0,8.0,1.0,8.877023999884841
299,20755.0,20809.0,554.302063,554.3388672,554.3068237,0.0047607,0.0320435,0.0229987,17.5680084,1.935626,15.6323824,1.0,8.0,8.0,3.0,52.998048000008566
301,20926.0,20940.0,554.4199219,554.4294434,554.4226074,0.0026855,0.0068359,0.001469,0.1370555,0.0082475,0.128808,1.0,4.0,8.0,1.0,13.710960000007617
302,20951.0,20959.0,554.4369507,554.4423828,554.4389648,0.0020142,0.003418,0.0013026,0.2093617,0.0502857,0.159076,1.0,2.0,8.0,1.0,7.822224000010465
303,20976.0,21002.0,554.4539795,554.4716797,554.456665,0.0026855,0.0150146,0.0086922,2.5751538,0.6564316,1.9187223,1.0,8.0,8.0,1.0,25.488288000051398
304,21026.0,21042.0,554.4880371,554.4989014,554.4907227,0.0026855,0.0081787,0.0031806,0.9629728,0.2219224,0.7410503,1.0,8.0,8.0,1.0,15.644591999971453
305,21078.0,21087.0,554.5234375,554.529541,554.5254517,0.0020142,0.0040894,0.001106,0.217066,0.1485497,0.0685162,1.0,5.0,8.0,1.0,8.789039999992383
307,21192.0,21201.0,554.6010742,554.6072388,554.602417,0.0013428,0.0048218,0.0017664,0.2010284,0.0237396,0.1772888,1.0,6.0,8.0,1.0,8.87702400004855
308,21214.0,21222.0,554.6160889,554.621521,554.618103,0.0020142,0.003418,0.0014912,0.1234653,0.0937263,0.0297389,1.0,4.0,8.0,1.0,7.822224000010465
309,21318.0,21336.0,554.6868896,554.7005005,554.6889648,0.0020752,0.0115356,0.0021966,0.5373983,0.0607302,0.4766682,1.0,4.0,8.0,1.0,19.59969600000477
311,21435.0,21466.0,554.7686157,554.7904663,554.7706909,0.0020752,0.0197754,0.0174097,5.696116,0.5723684,5.1237478,1.0,8.0,8.0,1.0,31.464863999990484
312,21506.0,21520.0,554.817688,554.8272095,554.8190308,0.0013428,0.0081787,0.003725,0.9222848,0.1281197,0.7941651,1.0,8.0,8.0,1.0,13.710960000007617
313,21602.0,21610.0,554.8830566,554.8892212,554.8851318,0.0020752,0.0040894,0.0012307,-0.0569881,-0.0072074,-0.0497807,1.0,3.0,8.0,1.0,8.877023999884841
314,21752.0,21776.0,554.9866333,555.0029297,554.991394,0.0047607,0.0115356,0.0046102,2.0333054,0.3900121,1.6432935,1.0,8.0,8.0,2.0,23.466815999981918
315,21797.0,21802.0,555.0172729,555.0213623,555.0179443,0.0006714,0.003418,0.0011066,0.0336508,0.0030536,0.0305972,1.0,2.0,8.0,1.0,5.888735999997152
318,21924.0,21950.0,555.1044312,555.1228027,555.1071777,0.0027466,0.015625,0.0516928,7.9421825,3.178865,4.7633176,1.0,8.0,8.0,1.0,26.454959999919083
319,21955.0,21998.0,555.1262207,555.1568604,555.1289673,0.0027466,0.0278931,0.0087587,7.1424036,0.7115131,6.4308906,1.0,8.0,8.0,2.0,44.12116800007425
320,22054.0,22063.0,555.1950073,555.2011719,555.1964111,0.0014038,0.0047607,0.0010875,0.1855218,0.0947593,0.0907625,1.0,3.0,8.0,1.0,8.877023999884841
321,22102.0,22115.0,555.2283936,555.2372437,555.2297974,0.0014038,0.0074463,0.0016687,0.5956429,0.0669826,0.5286602,1.0,7.0,8.0,1.0,12.744144000025699
322,22180.0,22214.0,555.2822266,555.3053589,555.2869873,0.0047607,0.0183716,0.0098109,4.0148582,1.0399195,2.9749386,1.0,8.0,8.0,1.0,33.31051200006186
324,22324.0,22351.0,555.3809814,555.399353,555.3843994,0.003418,0.0149536,0.0051536,1.2519102,0.0321752,1.219735,1.0,8.0,8.0,1.0,26.455104000033316
325,22371.0,22378.0,555.4130249,555.4177856,555.4143677,0.0013428,0.003418,0.0006795,-0.0899009,-0.0392399,-0.050661,1.0,3.0,8.0,1.0,6.855408000028547
326,22384.0,22394.0,555.421875,555.4286499,555.4238892,0.0020142,0.0047607,0.0012614,0.1930084,0.0820148,0.1109935,1.0,2.0,8.0,1.0,9.755855999974301
327,22431.0,22439.0,555.4538574,555.460022,555.4552002,0.0013428,0.0048218,0.0010944,0.1180865,0.0589432,0.0591433,1.0,3.0,8.0,1.0,8.87702400004855
328,22540.0,22554.0,555.5301514,555.5403442,555.5335693,0.003418,0.0067749,0.005936,1.2006359,0.3508484,0.8497875,1.0,8.0,8.0,1.0,14.677632000039011
329,22581.0,22597.0,555.5587769,555.5696411,555.5614624,0.0026855,0.0081787,0.0035496,0.6123198,0.0846899,0.52763,1.0,8.0,8.0,1.0,15.64444800002093
330,22625.0,22637.0,555.5887451,555.5969238,555.5928345,0.0040894,0.0040894,0.0018297,0.2580115,0.0962498,0.1617617,1.0,6.0,8.0,1.0,11.77732800004378
332,22713.0,22728.0,555.6513672,555.6616211,555.6541138,0.0027466,0.0075073,0.0030321,0.3224207,0.11993,0.2024907,1.0,8.0,8.0,1.0,14.765616000095179
333,22766.0,22774.0,555.6875,555.6936035,555.6888428,0.0013428,0.0047607,0.0014615,0.4083154,0.0930282,0.3152872,1.0,5.0,8.0,1.0,8.789039999992383
334,22795.0,22806.0,555.7079468,555.7153931,555.7099609,0.0020142,0.0054321,0.0022214,0.2365754,0.1131809,0.1233946,1.0,8.0,8.0,1.0,10.722672000119928
336,22931.0,23009.0,555.8026123,555.8591309,555.8168945,0.0142822,0.0422363,0.096037,108.2968903,51.7316284,56.5652618,1.0,8.0,8.0,3.0,81.38678400000572
337,23080.0,23092.0,555.9075317,555.9156494,555.9095459,0.0020142,0.0061035,0.0020591,0.2003487,0.0204043,0.1799444,1.0,4.0,8.0,1.0,11.689487999938137
338,23105.0,23138.0,555.9245605,555.9476929,555.9293213,0.0047607,0.0183716,0.0062188,3.2962279,0.7364967,2.5597312,1.0,8.0,8.0,1.0,33.310656000012386
341,23271.0,23282.0,556.114563,556.1220703,556.117981,0.003418,0.0040894,0.0030884,0.4945666,0.1510021,0.3435645,1.0,6.0,8.0,1.0,10.810512000061863
342,23289.0,23398.0,556.1275024,556.2024536,556.1322632,0.0047607,0.0701904,0.0355739,39.6247177,3.5094795,36.1152382,1.0,8.0,8.0,2.0,107.92972799998097
343,23502.0,23566.0,556.2753296,556.3189087,556.2814331,0.0061035,0.0374756,0.0340091,18.1242523,1.8424869,16.2817669,1.0,8.0,8.0,2.0,62.75390399998287
344,23624.0,23643.0,556.3583984,556.3713379,556.3618164,0.003418,0.0095215,0.0033514,1.1969924,0.4261949,0.7707974,1.0,8.0,8.0,1.0,18.632879999859142
345,23660.0,23669.0,556.3842773,556.3904419,556.3870239,0.0027466,0.003418,0.0014999,0.2982299,0.1390187,0.1592112,1.0,3.0,8.0,1.0,8.87702400004855
346,23683.0,23692.0,556.3999634,556.4060669,556.4013062,0.0013428,0.0047607,0.0012615,0.1208857,5.82e-05,0.1208275,1.0,6.0,8.0,1.0,8.789039999992383
347,23740.0,23754.0,556.4394531,556.4490356,556.4442139,0.0047607,0.0048218,0.0038351,0.3489377,0.0081744,0.3407634,1.0,8.0,8.0,1.0,13.798799999949551
349,23789.0,23798.0,556.4735107,556.4796753,556.4755859,0.0020752,0.0040894,0.0016162,0.2881667,0.0785933,0.2095734,1.0,5.0,8.0,1.0,8.87702400004855
351,23943.0,23964.0,556.5797729,556.5947876,556.5811768,0.0014038,0.0136108,0.0165027,3.4576404,0.5991173,2.8585231,1.0,8.0,8.0,1.0,21.62116800007425
352,23970.0,24010.0,556.598877,556.62677,556.6097412,0.0108643,0.0170288,0.0207829,7.914536,2.4403322,5.4742036,1.0,8.0,8.0,2.0,40.1659199999267
353,24027.0,24035.0,556.6383667,556.6437988,556.6397095,0.0013428,0.0040894,0.001169,0.2447213,0.0176293,0.227092,1.0,2.0,8.0,1.0,7.822224000010465
